-0.214 
1.452 
1.997 
0.31 
-0.16 
0.938 
-0.061 
0.767 
2.946 
1.204 
0.494 
0.428 
0.843 
1.442 
0.243 
0.678 
0.772 
1.047 
0.724 
-2.214 
0.658 
0.724 
0.826 
0.425 
0.673 
0.844 
0.914 
1.14 
0.124 
0.942 
0.105 
0.353 
0.222 
-0.048 
0.147 
0.133 
-0.094 
0.23 
0.424 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0.323 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0.448 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0.513 
0 
0.368 
0 
-0.273 
0 
0.78 
0 
0.741 
0 
-1.126 
0.025 
0.124 
0.034 
0.122 
0.024 
0.015 
0.008 
0.008 
0.011 
0.01 
0.01 
0.005 
0.085 
0.002 
1.094 
-1.072 
0.013 
-0.032 
0.013 
0.006 
0.011 
-0.005 
0.01 
-0.009 
0.006 
-0.012 
0.009 
0.054 
0.02 
0.078 
0.181 
0.033 
0.194 
0.038 
0.219 
0.026 
0.082
0.017
